Bus, BasekV, Node1, Magnitude1, Angle1, pu1, Node2, Magnitude2, Angle2, pu2, Node3, Magnitude3, Angle3, pu3
"L3728042", 12.47, 1,       7319,  -44.4,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0
"L3728043", 12.47, 1,    7318.83,  -44.4,    1.0166, 0, 0, 0, 0, 0, 0, 0, 0
"M1047723", 12.47, 1,     7181.1,  -43.5,   0.99744, 0, 0, 0, 0, 0, 0, 0, 0
"M1047729", 12.47, 1,    7180.77,  -43.5,   0.99739, 0, 0, 0, 0, 0, 0, 0, 0
"L2895461", 12.47, 1,    7259.82,  -44.9,    1.0084, 0, 0, 0, 0, 0, 0, 0, 0
"L3029518", 12.47, 2,    7253.21, -166.7,    1.0075, 0, 0, 0, 0, 0, 0, 0, 0
"L2897807", 12.47, 2,    7253.11, -166.7,    1.0074, 0, 0, 0, 0, 0, 0, 0, 0
"L2785520", 12.47, 2,    7230.85, -161.6,    1.0043, 0, 0, 0, 0, 0, 0, 0, 0
"N1139542", 12.47, 3,    7431.82,   80.5,    1.0323, 0, 0, 0, 0, 0, 0, 0, 0
"221-308718", 12.47, 1,     6871.3,  -40.4,   0.95441, 2,    7064.78, -161.5,   0.98128, 3,    7453.55,   81.8,    1.0353
"M1209750", 12.47, 2,    7384.41, -156.5,    1.0257, 0, 0, 0, 0, 0, 0, 0, 0
"L3254869", 12.47, 2,     7125.3, -160.7,   0.98969, 0, 0, 0, 0, 0, 0, 0, 0
"L2798067", 12.47, 2,    7125.24, -160.7,   0.98968, 0, 0, 0, 0, 0, 0, 0, 0
"M1047403", 12.47, 1,    7127.47,  -44.8,   0.98999, 0, 0, 0, 0, 0, 0, 0, 0
"M1047404", 12.47, 1,    7127.29,  -44.8,   0.98996, 0, 0, 0, 0, 0, 0, 0, 0
"L3102793", 12.47, 2,    7261.91, -165.3,    1.0087, 0, 0, 0, 0, 0, 0, 0, 0
"M1089141", 12.47, 1,    7018.12,  -39.7,    0.9748, 2,    7012.81, -160.1,   0.97406, 3,    7300.84,   81.0,    1.0141
"N1139547", 12.47, 1,    7090.41,  -39.4,   0.98484, 2,    7091.61, -159.7,   0.98501, 3,    7358.72,   81.3,    1.0221
"L2688693", 12.47, 1,    7077.73,  -39.4,   0.98308, 2,    7077.93, -159.8,   0.98311, 3,    7348.56,   81.2,    1.0207
"L3048222", 12.47, 3,    7417.58,   79.6,    1.0303, 0, 0, 0, 0, 0, 0, 0, 0
"L3104117", 12.47, 3,    7359.08,   79.3,    1.0222, 0, 0, 0, 0, 0, 0, 0, 0
"221-311583", 12.47, 1,    7299.22,  -44.3,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"N1139250", 12.47, 1,     7299.2,  -44.3,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"L2690187", 12.47, 2,    7067.55, -161.5,   0.98166, 0, 0, 0, 0, 0, 0, 0, 0
"M1108412", 12.47, 2,     7065.8, -161.5,   0.98142, 0, 0, 0, 0, 0, 0, 0, 0
"M1026690", 12.47, 1,    7183.18,  -44.7,   0.99773, 2,    7373.47, -166.2,    1.0242, 3,    7316.15,   79.8,    1.0162
"P873801", 12.47, 3,    7325.64,   78.9,    1.0175, 0, 0, 0, 0, 0, 0, 0, 0
"M1089138", 12.47, 1,    7017.96,  -39.7,   0.97478, 0, 0, 0, 0, 0, 0, 0, 0
"L2841628", 12.47, 1,    7017.79,  -39.7,   0.97475, 0, 0, 0, 0, 0, 0, 0, 0
"M1069364", 12.47, 3,    7328.93,   78.9,     1.018, 0, 0, 0, 0, 0, 0, 0, 0
"L2689678", 12.47, 2,    7210.37, -161.6,    1.0015, 0, 0, 0, 0, 0, 0, 0, 0
"M1026463", 12.47, 2,    7203.18, -161.7,    1.0005, 0, 0, 0, 0, 0, 0, 0, 0
"L2692655", 12.47, 1,    7174.03,  -38.6,   0.99645, 2,     7224.1, -158.9,    1.0034, 3,    7454.74,   82.4,    1.0354
"M1142821", 12.47, 1,    7173.76,  -38.6,   0.99642, 2,    7222.32, -158.9,    1.0032, 3,    7453.59,   82.3,    1.0353
"P827508", 12.47, 1,    7397.88,  -40.3,    1.0275, 0, 0, 0, 0, 0, 0, 0, 0
"N1144667", 12.47, 1,    7145.65,  -45.0,   0.99251, 0, 0, 0, 0, 0, 0, 0, 0
"M1089162", 12.47, 3,    7295.44,   81.4,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0
"L3029520", 12.47, 2,    7116.03, -167.1,    0.9884, 0, 0, 0, 0, 0, 0, 0, 0
"M1009655", 12.47, 3,    7306.01,   79.8,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"P827528", 12.47, 3,    7305.97,   79.8,    1.0148, 0, 0, 0, 0, 0, 0, 0, 0
"L2991906", 12.47, 1,    7032.44,  -39.6,   0.97679, 0, 0, 0, 0, 0, 0, 0, 0
"M1027056", 12.47, 1,    7147.04,  -45.0,    0.9927, 0, 0, 0, 0, 0, 0, 0, 0
"L3066814", 12.47, 1,    7241.51,  -43.1,    1.0058, 2,     7346.6, -165.0,    1.0204, 3,    7512.79,   80.4,    1.0435
"M1108398", 12.47, 1,    6868.66,  -40.4,   0.95404, 2,    7062.22, -161.5,   0.98092, 3,    7451.55,   81.8,     1.035
"M1108483", 12.47, 1,    6843.36,  -40.9,   0.95052, 0, 0, 0, 0, 0, 0, 0, 0
"M1108486", 12.47, 1,     6843.3,  -40.9,   0.95052, 0, 0, 0, 0, 0, 0, 0, 0
"M1026341", 12.47, 1,    7176.66,  -40.7,   0.99682, 2,    7105.49, -161.8,   0.98693, 3,    7415.85,   80.0,      1.03
"P827531", 12.47, 1,    7176.34,  -40.7,   0.99677, 0, 0, 0, 0, 0, 0, 0, 0
"L2748133", 12.47, 3,    7395.29,   80.4,    1.0272, 0, 0, 0, 0, 0, 0, 0, 0
"L3085399", 12.47, 3,    7395.15,   80.4,    1.0272, 0, 0, 0, 0, 0, 0, 0, 0
"L2767342", 12.47, 1,    6772.96,  -41.4,   0.94075, 0, 0, 0, 0, 0, 0, 0, 0
"M1125944", 12.47, 1,    7049.17,  -39.3,   0.97911, 2,    7171.95, -159.9,   0.99616, 3,    7462.54,   82.2,    1.0365
"M1125947", 12.47, 1,    7025.43,  -39.5,   0.97581, 2,    7158.56, -160.1,   0.99431, 3,    7461.68,   82.2,    1.0364
"L2710511", 12.47, 1,    7359.45,  -44.3,    1.0222, 0, 0, 0, 0, 0, 0, 0, 0
"L2766719", 12.47, 1,    7359.33,  -44.3,    1.0222, 0, 0, 0, 0, 0, 0, 0, 0
"P827549", 12.47, 1,    7130.68,  -43.8,   0.99043, 0, 0, 0, 0, 0, 0, 0, 0
"N1140518", 12.47, 1,    7130.51,  -43.8,   0.99041, 0, 0, 0, 0, 0, 0, 0, 0
"L2766728", 12.47, 3,    7417.51,   79.9,    1.0303, 0, 0, 0, 0, 0, 0, 0, 0
"M1069462", 12.47, 2,    7280.21, -166.6,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0
"L3216342", 12.47, 2,     7280.1, -166.6,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0
"M1027041", 12.47, 3,    7364.82,   79.5,     1.023, 0, 0, 0, 0, 0, 0, 0, 0
"L2916607", 12.47, 3,    7364.63,   79.5,    1.0229, 0, 0, 0, 0, 0, 0, 0, 0
"L2710513", 12.47, 2,    7114.97, -167.0,   0.98825, 0, 0, 0, 0, 0, 0, 0, 0
"M1009839", 12.47, 2,    7231.97, -167.2,    1.0045, 0, 0, 0, 0, 0, 0, 0, 0
"L2973165", 12.47, 1,    7301.25,  -44.7,    1.0141, 0, 0, 0, 0, 0, 0, 0, 0
"M1108501", 12.47, 1,    6783.07,  -41.4,   0.94215, 0, 0, 0, 0, 0, 0, 0, 0
"M1108499", 12.47, 1,    6781.49,  -41.4,   0.94193, 0, 0, 0, 0, 0, 0, 0, 0
"M1069227", 12.47, 3,     7395.6,   80.4,    1.0272, 0, 0, 0, 0, 0, 0, 0, 0
"L2785546", 12.47, 1,    7266.87,  -44.8,    1.0093, 0, 0, 0, 0, 0, 0, 0, 0
"M1026810", 12.47, 1,    7265.46,  -44.9,    1.0092, 0, 0, 0, 0, 0, 0, 0, 0
"M1108368", 12.47, 3,    7280.14,   81.4,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0
"L3085393", 12.47, 3,    7279.95,   81.4,    1.0112, 0, 0, 0, 0, 0, 0, 0, 0
"L3178974", 12.47, 2,    7115.37, -167.0,   0.98831, 0, 0, 0, 0, 0, 0, 0, 0
"M1026774", 12.47, 1,    7272.04,  -44.5,    1.0101, 2,    7380.94, -166.2,    1.0252, 3,    7374.53,   79.7,    1.0243
"M1026769", 12.47, 1,    7260.44,  -44.5,    1.0085, 2,    7379.85, -166.2,     1.025, 3,    7368.12,   79.8,    1.0234
"L3189189", 12.47, 2,    7372.24, -166.2,     1.024, 0, 0, 0, 0, 0, 0, 0, 0
"L2821770", 12.47, 1,    7298.67,  -44.3,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"M1069555", 12.47, 2,    7299.32, -165.2,    1.0139, 0, 0, 0, 0, 0, 0, 0, 0
"L3252336", 12.47, 2,    7060.48, -161.5,   0.98068, 0, 0, 0, 0, 0, 0, 0, 0
"P829977", 12.47, 1,    7365.62,  -36.4,    1.0231, 2,    7388.53, -156.4,    1.0262, 3,    7509.36,   84.2,     1.043
"L2820556", 12.47, 1,    7134.11,  -44.8,   0.99091, 0, 0, 0, 0, 0, 0, 0, 0
"M1047410", 12.47, 1,    7133.49,  -44.8,   0.99082, 0, 0, 0, 0, 0, 0, 0, 0
"M1027001", 12.47, 2,    7134.91, -166.9,   0.99102, 0, 0, 0, 0, 0, 0, 0, 0
"M1047344", 12.47, 1,     7232.7,  -40.8,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0
"L3029499", 12.47, 1,    7232.63,  -40.8,    1.0046, 0, 0, 0, 0, 0, 0, 0, 0
"221-282818", 12.47, 2,    7071.64, -161.5,   0.98223, 0, 0, 0, 0, 0, 0, 0, 0
"M1026830", 12.47, 1,    7354.67,  -44.5,    1.0215, 2,    7400.94, -166.5,     1.028, 3,    7460.13,   79.6,    1.0362
"P827511", 12.47, 3,    7460.12,   79.6,    1.0362, 0, 0, 0, 0, 0, 0, 0, 0
"P895105", 12.47, 1,     7018.1,  -39.7,    0.9748, 0, 0, 0, 0, 0, 0, 0, 0
"N1142110", 12.47, 1,    7018.08,  -39.7,   0.97479, 0, 0, 0, 0, 0, 0, 0, 0
"N1142111", 12.47, 1,    7035.82,  -39.6,   0.97726, 0, 0, 0, 0, 0, 0, 0, 0
"L2991912", 12.47, 1,    7035.46,  -39.6,   0.97721, 0, 0, 0, 0, 0, 0, 0, 0
"L3010569", 12.47, 1,    7233.93,  -40.8,    1.0048, 0, 0, 0, 0, 0, 0, 0, 0
"M1047335", 12.47, 1,    7233.43,  -40.8,    1.0047, 0, 0, 0, 0, 0, 0, 0, 0
"L3216368", 12.47, 1,    7188.51,  -44.6,   0.99847, 2,    7371.87, -166.2,    1.0239, 3,    7321.37,   79.8,    1.0169
"L2879081", 12.47, 1,    7182.73,  -44.7,   0.99766, 0, 0, 0, 0, 0, 0, 0, 0
"L3104144", 12.47, 1,    7231.17,  -43.1,    1.0044, 0, 0, 0, 0, 0, 0, 0, 0
"L2916619", 12.47, 2,    7261.75, -165.3,    1.0086, 0, 0, 0, 0, 0, 0, 0, 0
"M1126031", 12.47, 3,     7495.7,   81.2,    1.0411, 0, 0, 0, 0, 0, 0, 0, 0
"L3179608", 12.47, 3,    7495.57,   81.2,    1.0411, 0, 0, 0, 0, 0, 0, 0, 0
"L2990098", 12.47, 1,    6871.75,  -40.5,   0.95447, 0, 0, 0, 0, 0, 0, 0, 0
"M1108462", 12.47, 1,    6871.28,  -40.5,    0.9544, 0, 0, 0, 0, 0, 0, 0, 0
"L2673326", 12.47, 2,    7230.88, -167.2,    1.0044, 0, 0, 0, 0, 0, 0, 0, 0
"M1142815", 12.47, 1,    7169.23,  -38.6,   0.99579, 2,    7215.65, -159.0,    1.0022, 3,    7449.97,   82.2,    1.0348
"N1141477", 12.47, 1,    7168.93,  -38.6,   0.99575, 0, 0, 0, 0, 0, 0, 0, 0
"N1139252", 12.47, 2,     7224.1, -166.8,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"L3122812", 12.47, 2,    7224.08, -166.8,    1.0034, 0, 0, 0, 0, 0, 0, 0, 0
"M1166386", 12.47, 3,    7490.77,   83.6,    1.0404, 0, 0, 0, 0, 0, 0, 0, 0
"M1089163", 12.47, 3,    7294.99,   81.4,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0
"N1142100", 12.47, 1,    6824.68,  -41.0,   0.94793, 2,    7059.05, -162.1,   0.98048, 3,    7458.76,   81.5,     1.036
"M1069456", 12.47, 3,    7260.62,   81.3,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"L2897806", 12.47, 3,    7260.52,   81.3,    1.0085, 0, 0, 0, 0, 0, 0, 0, 0
"L2822865", 12.47, 3,    7350.83,   81.5,     1.021, 0, 0, 0, 0, 0, 0, 0, 0
"L3195321", 12.47, 1,     6770.7,  -41.4,   0.94043, 0, 0, 0, 0, 0, 0, 0, 0
"L3197646", 12.47, 1,    7287.54,  -44.8,    1.0122, 2,    7371.26, -166.7,    1.0238, 3,    7442.81,   79.6,    1.0338
"M1026829", 12.47, 1,    7219.39,  -44.8,    1.0028, 2,    7279.69, -167.1,    1.0111, 3,    7423.38,   79.6,    1.0311
"N1147859", 12.47, 2,    7278.97, -167.1,     1.011, 0, 0, 0, 0, 0, 0, 0, 0
"L3139121", 12.47, 1,    7209.11,  -40.7,    1.0013, 2,    7151.03, -161.7,   0.99326, 3,    7410.06,   79.9,    1.0292
"L2763153", 12.47, 1,    7205.32,  -40.7,    1.0008, 2,    7145.58, -161.8,    0.9925, 3,    7410.29,   79.9,    1.0293
"E182726", 12.47, 2,    7289.38, -167.0,    1.0125, 0, 0, 0, 0, 0, 0, 0, 0
"L2766744", 12.47, 2,    7288.89, -167.0,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0
"L3216370", 12.47, 1,    7245.52,  -40.8,    1.0064, 2,    7203.39, -161.7,    1.0005, 3,    7417.21,   79.9,    1.0302
"226-23745", 12.47, 3,    7485.26,   85.0,    1.0397, 0, 0, 0, 0, 0, 0, 0, 0
"M1142828", 12.47, 1,    7174.31,  -38.5,   0.99649, 2,    7226.15, -158.9,    1.0037, 3,     7456.1,   82.4,    1.0356
"L2674047", 12.47, 1,    7174.31,  -38.5,   0.99649, 2,    7226.14, -158.9,    1.0037, 3,     7456.1,   82.4,    1.0356
"M3949157", 12.47, 1,    7322.35,  -44.4,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0
"L3727711", 12.47, 1,    7322.22,  -44.4,     1.017, 0, 0, 0, 0, 0, 0, 0, 0
"M1026329", 12.47, 1,    7174.03,  -40.7,   0.99645, 2,    7086.96, -161.9,   0.98436, 3,    7420.34,   80.0,    1.0307
"M1026328", 12.47, 1,    7173.77,  -40.7,   0.99642, 2,    7084.56, -161.9,   0.98403, 3,    7420.95,   80.0,    1.0308
"M1108355", 12.47, 3,    7341.78,   81.5,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0
"M1108352", 12.47, 3,    7341.58,   81.5,    1.0197, 0, 0, 0, 0, 0, 0, 0, 0
"L3086002", 12.47, 3,    7496.27,   81.2,    1.0412, 0, 0, 0, 0, 0, 0, 0, 0
"N1134476", 12.47, 1,    7245.23,  -43.0,    1.0063, 2,    7348.77, -164.9,    1.0207, 3,    7512.48,   80.4,    1.0435
"M1069284", 12.47, 1,    7299.27,  -44.3,    1.0139, 3,    7326.06,   78.9,    1.0176, 0, 0, 0, 0
"P850401", 12.47, 1,    7299.24,  -44.3,    1.0138, 0, 0, 0, 0, 0, 0, 0, 0
"D5502543-2_INT", 12.47, 1,    7268.35,  -44.8,    1.0096, 2,    7353.84, -166.8,    1.0214, 3,    7436.94,   79.6,     1.033
"Q14413", 12.47, 1,    7268.28,  -44.8,    1.0095, 2,    7353.75, -166.9,    1.0214, 3,    7436.88,   79.6,     1.033
"L3029503", 12.47, 3,    7420.83,   80.5,    1.0307, 0, 0, 0, 0, 0, 0, 0, 0
"N1140524", 12.47, 1,     7284.1,  -44.5,    1.0117, 0, 0, 0, 0, 0, 0, 0, 0
"M1047792", 12.47, 2,    7152.71, -166.9,   0.99349, 0, 0, 0, 0, 0, 0, 0, 0
"L2876846", 12.47, 2,    7151.75, -166.9,   0.99336, 0, 0, 0, 0, 0, 0, 0, 0
"M1089165", 12.47, 3,    7283.04,   81.4,    1.0116, 0, 0, 0, 0, 0, 0, 0, 0
"L3216343", 12.47, 3,    7281.54,   81.4,    1.0114, 0, 0, 0, 0, 0, 0, 0, 0
"L2748144", 12.47, 1,    7232.79,  -43.1,    1.0046, 2,    7333.64, -165.1,    1.0186, 3,    7520.53,   80.3,    1.0446
"L3010562", 12.47, 2,    7152.79, -166.9,    0.9935, 0, 0, 0, 0, 0, 0, 0, 0
"M1069557", 12.47, 2,    7298.54, -165.2,    1.0137, 0, 0, 0, 0, 0, 0, 0, 0
"M1047374", 12.47, 2,    7212.01, -161.6,    1.0017, 0, 0, 0, 0, 0, 0, 0, 0
"L3197629", 12.47, 2,    7211.77, -161.6,    1.0017, 0, 0, 0, 0, 0, 0, 0, 0
"M1089202", 12.47, 1,    7318.44,  -42.5,    1.0165, 2,    7392.67, -164.1,    1.0268, 3,    7507.56,   80.7,    1.0428
"M1089203", 12.47, 1,    7312.54,  -42.5,    1.0157, 2,     7389.1, -164.2,    1.0263, 3,    7507.81,   80.7,    1.0428
"M1026866", 12.47, 1,    7229.31,  -44.9,    1.0041, 2,    7298.96, -167.0,    1.0138, 3,    7425.83,   79.6,    1.0314
"M1149235", 12.47, 1,    7209.61,  -38.1,    1.0014, 2,    7270.77, -158.3,    1.0099, 3,    7478.02,   82.9,    1.0387
"L2766720", 12.47, 1,    7234.18,  -44.9,    1.0048, 0, 0, 0, 0, 0, 0, 0, 0
"M1209791", 12.47, 1,    7452.56,  -35.6,    1.0351, 2,    7457.54, -155.5,    1.0358, 3,    7529.85,   84.9,    1.0459
"P903354", 12.47, 1,    7452.53,  -35.6,    1.0351, 0, 0, 0, 0, 0, 0, 0, 0
"M1026960", 12.47, 1,    7185.77,  -44.9,   0.99808, 2,    7303.18, -167.0,    1.0144, 3,    7399.94,   79.5,    1.0278
"M3729981", 12.47, 1,    7185.74,  -44.9,   0.99808, 0, 0, 0, 0, 0, 0, 0, 0
"L3011298", 12.47, 1,    7158.08,  -39.1,   0.99424, 2,    7165.37, -159.4,   0.99525, 3,     7414.1,   81.5,    1.0298
"M1108524", 12.47, 3,    7505.37,   81.0,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0
"N1136031", 12.47, 3,    7505.31,   81.0,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0
"M1026722", 12.47, 2,    7104.86, -167.1,   0.98685, 0, 0, 0, 0, 0, 0, 0, 0
"L2991915", 12.47, 2,    7104.21, -167.1,   0.98676, 0, 0, 0, 0, 0, 0, 0, 0
"L2673320", 12.47, 2,    7103.98, -167.1,   0.98672, 0, 0, 0, 0, 0, 0, 0, 0
"M1047497", 12.47, 1,    7338.65,  -44.4,    1.0193, 2,     7374.6, -166.3,    1.0243, 3,    7411.53,   79.6,    1.0294
"M1047755", 12.47, 1,    7310.18,  -44.1,    1.0154, 0, 0, 0, 0, 0, 0, 0, 0
"M3037441", 12.47, 1,    7190.49,  -44.6,   0.99874, 2,    7371.36, -166.2,    1.0239, 3,    7323.62,   79.8,    1.0172
"N1140824", 12.47, 1,     7190.4,  -44.6,   0.99873, 0, 0, 0, 0, 0, 0, 0, 0
"M1026709", 12.47, 1,    7185.91,  -44.7,    0.9981, 2,    7372.82, -166.2,    1.0241, 3,    7319.03,   79.8,    1.0166
"L3729298", 12.47, 1,    7325.29,  -44.4,    1.0175, 0, 0, 0, 0, 0, 0, 0, 0
"L3727707", 12.47, 1,    7323.77,  -44.4,    1.0173, 0, 0, 0, 0, 0, 0, 0, 0
"L3160123", 12.47, 1,    7310.08,  -44.4,    1.0154, 0, 0, 0, 0, 0, 0, 0, 0
"L2897805", 12.47, 1,    7309.93,  -44.4,    1.0153, 0, 0, 0, 0, 0, 0, 0, 0
"M1089094", 12.47, 3,    7424.54,   80.5,    1.0313, 0, 0, 0, 0, 0, 0, 0, 0
"M1125917", 12.47, 1,    7173.05,  -38.8,   0.99632, 2,    7202.61, -159.1,    1.0004, 3,    7439.37,   82.0,    1.0333
"M1069154", 12.47, 1,    7347.11,  -40.5,    1.0205, 2,    7313.46, -161.2,    1.0158, 3,    7432.62,   80.1,    1.0324
"L3197630", 12.47, 1,    7331.25,  -40.6,    1.0183, 2,    7292.83, -161.4,     1.013, 3,    7433.23,   80.0,    1.0325
"M1026343", 12.47, 1,    7176.12,  -40.7,   0.99674, 0, 0, 0, 0, 0, 0, 0, 0
"M1069155", 12.47, 1,     7356.2,  -40.5,    1.0218, 2,    7325.28, -161.1,    1.0175, 3,    7432.24,   80.1,    1.0323
"L2785523", 12.47, 3,    7431.27,   80.5,    1.0322, 0, 0, 0, 0, 0, 0, 0, 0
"L3141388", 12.47, 3,    7429.72,   80.5,     1.032, 0, 0, 0, 0, 0, 0, 0, 0
"M1026786", 12.47, 1,    7287.63,  -44.5,    1.0122, 2,    7382.35, -166.2,    1.0254, 3,    7383.12,   79.7,    1.0255
"M1026785", 12.47, 1,    7287.24,  -44.5,    1.0122, 2,    7382.31, -166.2,    1.0254, 3,    7382.91,   79.7,    1.0255
"N1137958", 12.47, 3,    7379.05,   79.4,    1.0249, 0, 0, 0, 0, 0, 0, 0, 0
"M1026877", 12.47, 1,     7295.5,  -44.8,    1.0133, 0, 0, 0, 0, 0, 0, 0, 0
"L2820583", 12.47, 3,    7344.53,   81.5,    1.0201, 0, 0, 0, 0, 0, 0, 0, 0
"M1108354", 12.47, 3,    7343.15,   81.5,    1.0199, 0, 0, 0, 0, 0, 0, 0, 0
"L2991911", 12.47, 3,    7446.91,   80.5,    1.0344, 0, 0, 0, 0, 0, 0, 0, 0
"N1136363", 12.47, 1,     7231.2,  -43.1,    1.0044, 2,    7331.25, -165.2,    1.0183, 3,    7522.06,   80.3,    1.0448
"R18245", 12.47, 1,     7231.2,  -43.1,    1.0044, 2,    7331.25, -165.2,    1.0183, 3,    7522.06,   80.3,    1.0448
"221-306686", 12.47, 3,    7325.82,   78.9,    1.0175, 0, 0, 0, 0, 0, 0, 0, 0
"L2970258", 12.47, 3,    7325.74,   78.9,    1.0175, 0, 0, 0, 0, 0, 0, 0, 0
"L2841632", 12.47, 1,    7084.96,  -43.9,   0.98408, 2,    7250.82, -165.8,    1.0071, 3,    7449.95,   79.9,    1.0348
"REGXFMR_190-8593", 12.47, 1,    7079.79,  -43.9,   0.98337, 2,    7247.18, -165.9,    1.0066, 3,    7447.26,   79.9,    1.0344
"P1197121", 12.47, 3,    7439.35,   82.0,    1.0333, 0, 0, 0, 0, 0, 0, 0, 0
"L2805031", 12.47, 3,    7439.23,   82.0,    1.0333, 0, 0, 0, 0, 0, 0, 0, 0
"M1069226", 12.47, 3,    7395.63,   80.4,    1.0272, 0, 0, 0, 0, 0, 0, 0, 0
"L2860506", 12.47, 2,    7289.12, -167.0,    1.0124, 0, 0, 0, 0, 0, 0, 0, 0
"L2954346", 12.47, 2,    7116.87, -167.0,   0.98852, 0, 0, 0, 0, 0, 0, 0, 0
"L2879077", 12.47, 2,    7107.17, -167.1,   0.98717, 0, 0, 0, 0, 0, 0, 0, 0
"D5860423-3_INT", 12.47, 1,    7520.18,  -44.0,    1.0445, 2,     7517.3, -165.9,    1.0441, 3,    7539.11,   79.9,    1.0472
"190-8593", 12.47, 1,    7521.72,  -44.0,    1.0447, 2,    7518.46, -165.9,    1.0443, 3,    7539.97,   79.9,    1.0473
"L3139366", 12.47, 1,     7362.3,  -36.4,    1.0226, 2,     7385.1, -156.4,    1.0258, 3,    7505.59,   84.2,    1.0425
"M4362177", 12.47, 1,    7360.73,  -36.4,    1.0224, 2,    7383.27, -156.5,    1.0255, 3,    7503.87,   84.2,    1.0423
"L2763812", 12.47, 3,    7316.28,   78.9,    1.0162, 0, 0, 0, 0, 0, 0, 0, 0
"L2951995", 12.47, 3,    7313.65,   78.9,    1.0158, 0, 0, 0, 0, 0, 0, 0, 0
"L3197638", 12.47, 1,    7256.94,  -44.9,     1.008, 0, 0, 0, 0, 0, 0, 0, 0
"M1026849", 12.47, 1,    7256.68,  -44.9,    1.0079, 0, 0, 0, 0, 0, 0, 0, 0
"N1137993", 12.47, 1,    7322.69,  -44.4,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0
"L2860482", 12.47, 1,    7322.45,  -44.4,    1.0171, 0, 0, 0, 0, 0, 0, 0, 0
"P901946", 12.47, 1,    6785.91,  -41.4,   0.94255, 0, 0, 0, 0, 0, 0, 0, 0
"N1142105", 12.47, 1,     6785.8,  -41.4,   0.94253, 0, 0, 0, 0, 0, 0, 0, 0
"M1026905", 12.47, 1,    7249.95,  -44.9,     1.007, 2,    7334.16, -167.0,    1.0187, 3,    7431.83,   79.6,    1.0323
"P827515", 12.47, 1,    7249.94,  -44.9,     1.007, 0, 0, 0, 0, 0, 0, 0, 0
"M1108520", 12.47, 3,    7505.27,   81.0,    1.0425, 0, 0, 0, 0, 0, 0, 0, 0
"L2804277", 12.47, 3,    7505.17,   81.0,    1.0424, 0, 0, 0, 0, 0, 0, 0, 0
"L2991913", 12.47, 1,       7393,  -40.3,    1.0269, 0, 0, 0, 0, 0, 0, 0, 0
"L2933165", 12.47, 2,    7278.24, -165.3,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0
"L3235273", 12.47, 2,    7277.91, -165.3,    1.0109, 0, 0, 0, 0, 0, 0, 0, 0
"L3029502", 12.47, 1,    6973.97,  -39.9,   0.96867, 2,    6959.53, -160.3,   0.96666, 3,    7262.79,   80.8,    1.0088
"M1047780", 12.47, 2,    7160.03, -166.9,   0.99451, 0, 0, 0, 0, 0, 0, 0, 0
"L3066811", 12.47, 2,     7159.8, -166.9,   0.99448, 0, 0, 0, 0, 0, 0, 0, 0
"M1047732", 12.47, 1,    7331.65,  -44.2,    1.0183, 2,    7256.46, -166.7,    1.0079, 3,    7489.12,   79.7,    1.0402
"N1137987", 12.47, 3,    7489.11,   79.7,    1.0402, 0, 0, 0, 0, 0, 0, 0, 0
"L3197661", 12.47, 3,    7458.37,   79.6,    1.0359, 0, 0, 0, 0, 0, 0, 0, 0
"L3122848", 12.47, 3,    7458.29,   79.6,    1.0359, 0, 0, 0, 0, 0, 0, 0, 0
"M1047580", 12.47, 1,     7381.1,  -44.4,    1.0252, 2,    7394.32, -166.4,    1.0271, 3,    7472.98,   79.7,     1.038
"M1108345", 12.47, 3,    7342.08,   81.5,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0
"M1108347", 12.47, 3,    7341.99,   81.5,    1.0198, 0, 0, 0, 0, 0, 0, 0, 0
"D5655682-1_INT", 12.47, 2,    7306.89, -167.0,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0
"E182725", 12.47, 2,    7306.88, -167.0,    1.0149, 0, 0, 0, 0, 0, 0, 0, 0
"D5926308-3_INT", 12.47, 1,    7263.49,  -40.8,    1.0089, 2,    7222.37, -161.6,    1.0032, 3,    7422.18,   79.9,    1.0309
"L2860491", 12.47, 1,    7266.13,  -40.8,    1.0092, 2,    7225.04, -161.6,    1.0035, 3,    7422.88,   79.9,     1.031
