Element, I1_1, Ang1_1, I1_2, Ang1_2, I1_3, Ang1_3, I1_4, Ang1_4, Iresid1, AngResid1, I2_1, Ang2_1, I2_2, Ang2_2, I2_3, Ang2_3, I2_4, Ang2_4, Iresid2, AngResid2, I3_1, Ang3_1, I3_2, Ang3_2, I3_3, Ang3_3, I3_4, Ang3_4, Iresid3, AngResid3
Line.V9287_48332_SW,    21.3826,    64.59,          0,     0.00,          0,     0.00,          0,     0.00,    21.3826,    64.59,    21.3826,  -115.41,          0,     0.00,          0,     0.00,          0,     0.00,    21.3826,  -115.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6019477-1,    21.3825,    64.59,          0,     0.00,          0,     0.00,          0,     0.00,    21.3825,    64.59,    21.3826,  -115.41,          0,     0.00,          0,     0.00,          0,     0.00,    21.3826,  -115.41,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5593227-1,    2.79532,   178.08,          0,     0.00,          0,     0.00,          0,     0.00,    2.79532,   178.08,    2.79536,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,    2.79536,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6409869-1, 0.000840895,    50.20,          0,     0.00,          0,     0.00,          0,     0.00, 0.000840895,    50.20, 7.27596E-012,     0.00,          0,     0.00,          0,     0.00,          0,     0.00, 7.27596E-012,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6321419-2,    4.97359,  -171.14,          0,     0.00,          0,     0.00,          0,     0.00,    4.97359,  -171.14,    4.97413,     8.84,          0,     0.00,          0,     0.00,          0,     0.00,    4.97413,     8.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6348954-1,    1.45068,    69.83,          0,     0.00,          0,     0.00,          0,     0.00,    1.45068,    69.83,    1.45104,  -110.22,          0,     0.00,          0,     0.00,          0,     0.00,    1.45104,  -110.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6201695-2,    1.27337,   -59.36,          0,     0.00,          0,     0.00,          0,     0.00,    1.27337,   -59.36,    1.27341,   120.64,          0,     0.00,          0,     0.00,          0,     0.00,    1.27341,   120.64,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6048635-1,    4.97413,  -171.16,          0,     0.00,          0,     0.00,          0,     0.00,    4.97413,  -171.16,     4.9746,     8.82,          0,     0.00,          0,     0.00,          0,     0.00,     4.9746,     8.82,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6199519-1,    30.3362,   178.04,          0,     0.00,          0,     0.00,          0,     0.00,    30.3362,   178.04,    30.3366,    -1.97,          0,     0.00,          0,     0.00,          0,     0.00,    30.3366,    -1.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6505938-4,    2.84283,  -174.06,          0,     0.00,          0,     0.00,          0,     0.00,    2.84283,  -174.06,    2.84284,     5.94,          0,     0.00,          0,     0.00,          0,     0.00,    2.84284,     5.94,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5472375-1,    53.1366,   -59.48,    12.7934,   179.12,    26.8161,    65.01,          0,     0.00,     33.224,   -39.81,    53.1366,   120.52,    12.7935,    -0.89,    26.8161,  -114.99,          0,     0.00,     33.224,   140.19,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5835124-1,    2.16345,   178.10,          0,     0.00,          0,     0.00,          0,     0.00,    2.16345,   178.10,    2.16369,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,    2.16369,    -1.93,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6103927-1,    2.62247,   -53.55,          0,     0.00,          0,     0.00,          0,     0.00,    2.62247,   -53.55,     2.6225,   126.45,          0,     0.00,          0,     0.00,          0,     0.00,     2.6225,   126.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138622-1,    2.57823,   -58.02,          0,     0.00,          0,     0.00,          0,     0.00,    2.57823,   -58.02,    2.57837,   121.97,          0,     0.00,          0,     0.00,          0,     0.00,    2.57837,   121.97,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5776673-1,    7.26403,    64.25,          0,     0.00,          0,     0.00,          0,     0.00,    7.26403,    64.25,    7.26405,  -115.75,          0,     0.00,          0,     0.00,          0,     0.00,    7.26405,  -115.75,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6074369-1,    2.81581,   179.79,          0,     0.00,          0,     0.00,          0,     0.00,    2.81581,   179.79,     2.8159,    -0.22,          0,     0.00,          0,     0.00,          0,     0.00,     2.8159,    -0.22,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5621826-1,    1.28072,   -59.77,          0,     0.00,          0,     0.00,          0,     0.00,    1.28072,   -59.77,    1.28086,   120.20,          0,     0.00,          0,     0.00,          0,     0.00,    1.28086,   120.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6506312-2,    8.98259,   -55.65,          0,     0.00,          0,     0.00,          0,     0.00,    8.98259,   -55.65,    8.98299,   124.34,          0,     0.00,          0,     0.00,          0,     0.00,    8.98299,   124.34,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6046046-1,    1.39477,   179.90,          0,     0.00,          0,     0.00,          0,     0.00,    1.39477,   179.90,    1.39504,    -0.14,          0,     0.00,          0,     0.00,          0,     0.00,    1.39504,    -0.14,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6138589-1,   0.574347,    65.54,          0,     0.00,          0,     0.00,          0,     0.00,   0.574347,    65.54,   0.574513,  -114.53,          0,     0.00,          0,     0.00,          0,     0.00,   0.574513,  -114.53,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6258445-1,    1.42084,    65.38,          0,     0.00,          0,     0.00,          0,     0.00,    1.42084,    65.38,    1.42087,  -114.63,          0,     0.00,          0,     0.00,          0,     0.00,    1.42087,  -114.63,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5653480-1,    287.588,   -59.41,    249.656,   178.34,    201.996,    64.75,          0,     0.00,    60.1068,  -106.46,    287.589,   120.59,    249.656,    -1.66,    201.996,  -115.25,          0,     0.00,    60.1068,    73.54,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5717630-1,    17.0892,    69.93,          0,     0.00,          0,     0.00,          0,     0.00,    17.0892,    69.93,    17.0895,  -110.07,          0,     0.00,          0,     0.00,          0,     0.00,    17.0895,  -110.07,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5956463-1,    62.7963,   -14.95,     83.898,  -147.69,    45.0294,   132.79,          0,     0.00,    49.5076,  -145.55,    62.7953,   165.05,    83.8975,    32.31,    45.0273,   -47.21,          0,     0.00,    49.5076,    34.45,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5744328-1,    8.03001,   178.29,          0,     0.00,          0,     0.00,          0,     0.00,    8.03001,   178.29,     8.0301,    -1.71,          0,     0.00,          0,     0.00,          0,     0.00,     8.0301,    -1.71,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN8979254-1,    2.72897,   -55.32,    2.91076,  -176.32,    2.88318,    66.87,          0,     0.00,   0.311219,   134.81,    2.72914,   124.67,    2.91093,     3.66,    2.88336,  -113.14,          0,     0.00,   0.311201,   -45.20,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5620694-1,    2.02592,   -57.14,          0,     0.00,          0,     0.00,          0,     0.00,    2.02592,   -57.14,    2.02616,   122.84,          0,     0.00,          0,     0.00,          0,     0.00,    2.02616,   122.84,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6048634-1,    546.889,   -42.36,     535.72,  -163.64,    463.325,    83.53,          0,     0.00,    82.5184,  -134.40,    546.889,   137.64,    535.721,    16.35,    463.325,   -96.47,          0,     0.00,    82.5184,    45.60,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5895779-1,   0.780237,   -59.59,          0,     0.00,          0,     0.00,          0,     0.00,   0.780237,   -59.59,   0.780449,   120.35,          0,     0.00,          0,     0.00,          0,     0.00,   0.780449,   120.35,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5951197-2,   0.846807,   178.04,          0,     0.00,          0,     0.00,          0,     0.00,   0.846807,   178.04,   0.847583,    -2.15,          0,     0.00,          0,     0.00,          0,     0.00,   0.847583,    -2.15,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5563942-3,    521.351,   -46.39,    516.331,  -167.93,    437.026,    78.78,          0,     0.00,    82.7738,  -136.70,    521.352,   133.61,    516.331,    12.07,    437.026,  -101.22,          0,     0.00,    82.7738,    43.30,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5835123-1,    2.18767,  -174.48,          0,     0.00,          0,     0.00,          0,     0.00,    2.18767,  -174.48,    2.18826,     5.46,          0,     0.00,          0,     0.00,          0,     0.00,    2.18826,     5.46,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5956483-1,    2.81357,   179.94,          0,     0.00,          0,     0.00,          0,     0.00,    2.81357,   179.94,    2.81387,    -0.08,          0,     0.00,          0,     0.00,          0,     0.00,    2.81387,    -0.08,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6291153-1,    2.07104,   -56.27,          0,     0.00,          0,     0.00,          0,     0.00,    2.07104,   -56.27,    2.07137,   123.70,          0,     0.00,          0,     0.00,          0,     0.00,    2.07137,   123.70,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5683841-1,    2.72617,   -58.31,          0,     0.00,          0,     0.00,          0,     0.00,    2.72617,   -58.31,    2.72656,   121.66,          0,     0.00,          0,     0.00,          0,     0.00,    2.72656,   121.66,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN5804802-1,    59.3974,   -12.10,    83.1587,  -147.43,      43.47,   138.39,          0,     0.00,    52.7657,  -147.49,    59.3965,   167.90,    83.1583,    32.57,    43.4681,   -41.62,          0,     0.00,    52.7657,    32.51,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
Line.LN6167753-1,   0.559541,   178.07,          0,     0.00,          0,     0.00,          0,     0.00,   0.559541,   178.07,   0.559874,    -2.06,          0,     0.00,          0,     0.00,          0,     0.00,   0.559874,    -2.06,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00,          0,     0.00
